take,t_ms,state,tilt_deg,hipV_per_s
1,82822.9,STANDING,0.75,0.133
1,82856.0,STANDING,0.61,0.150
1,82889.4,STANDING,0.41,0.154
1,82922.7,STANDING,0.27,0.172
1,82956.0,STANDING,0.32,0.189
1,82989.3,STANDING,0.38,0.237
1,83022.7,STANDING,0.29,0.321
1,83057.0,STANDING,0.19,0.341
1,83090.0,STANDING,0.16,0.295
1,83122.7,STANDING,0.16,0.260
1,83156.4,STANDING,0.11,0.223
1,83189.3,STANDING,0.14,0.279
1,83222.7,STANDING,0.17,0.327
1,83256.2,STANDING,0.22,0.308
1,83290.0,STANDING,0.27,0.306
1,83322.7,STANDING,0.27,0.276
1,83356.0,STANDING,0.20,0.232
1,83389.7,STANDING,0.28,0.238
1,83422.7,STANDING,0.42,0.305
1,83456.0,STANDING,0.67,0.241
1,83490.6,STANDING,0.94,0.215
1,83522.9,STANDING,1.13,0.235
1,83556.5,STANDING,1.06,0.194
1,83590.3,STANDING,0.95,0.155
1,83623.8,STANDING,0.85,0.259
1,83656.6,STANDING,0.60,0.210
1,83689.6,STANDING,0.43,0.257
1,83722.7,STANDING,0.32,0.236
1,83756.0,STANDING,0.36,0.264
1,83789.4,STANDING,0.46,0.239
1,83822.9,STANDING,0.62,0.205
1,83856.3,STANDING,0.85,0.241
1,83889.6,STANDING,1.01,0.294
1,83923.7,STANDING,1.09,0.250
1,83956.4,STANDING,1.16,0.273
1,83989.4,STANDING,1.33,0.318
1,84022.6,STANDING,1.44,0.383
1,84056.1,STANDING,1.51,0.253
1,84089.4,STANDING,1.55,0.171
1,84123.0,STANDING,1.64,0.220
1,84156.2,STANDING,1.70,0.149
1,84189.4,STANDING,1.77,0.106
1,84222.8,STANDING,1.81,0.130
1,84257.1,STANDING,1.86,0.079
1,84289.5,STANDING,1.92,0.051
1,84322.6,STANDING,1.91,0.015
1,84356.2,STANDING,1.88,0.002
1,84389.5,STANDING,1.75,0.011
1,84422.7,STANDING,1.68,-0.002
1,84456.0,STANDING,1.65,-0.022
1,84489.3,STANDING,1.59,-0.123
1,84522.7,STANDING,1.54,-0.236
1,84556.0,STANDING,1.47,-0.394
1,84589.6,STANDING,1.47,-0.459
1,84623.2,STANDING,1.49,-0.471
1,84656.2,STANDING,1.55,-0.555
1,84689.3,STANDING,1.62,-0.579
1,84722.7,STANDING,1.82,-0.843
1,84756.3,STANDING,1.94,-0.591
1,84790.5,STANDING,2.02,-0.294
1,84822.7,STANDING,2.03,-0.283
1,84857.2,STANDING,2.01,-0.072
1,84889.6,STANDING,2.04,-0.069
1,84922.9,STANDING,2.04,-0.069
1,84956.3,STANDING,2.04,0.033
1,84990.5,STANDING,2.07,0.115
1,85022.6,STANDING,2.17,0.229
1,85056.0,STANDING,2.21,0.308
1,85089.3,STANDING,2.33,0.296
1,85122.7,STANDING,2.37,0.242
1,85155.9,STANDING,2.51,0.212
1,85189.4,STANDING,2.56,0.212
1,85223.0,STANDING,2.71,0.119
1,85256.0,STANDING,2.70,0.065
1,85289.3,STANDING,2.76,0.062
1,85322.7,STANDING,2.76,0.033
1,85356.5,STANDING,2.90,-0.083
1,85389.3,STANDING,2.99,-0.184
1,85422.9,STANDING,3.06,-0.257
1,85456.0,STANDING,3.11,-0.358
1,85489.3,STANDING,3.17,-0.261
1,85522.7,STANDING,3.25,-0.228
1,85557.0,STANDING,3.32,-0.227
1,85589.4,STANDING,3.27,-0.116
1,85622.7,STANDING,3.20,-0.055
1,85657.1,STANDING,2.42,-0.066
1,85689.3,STANDING,1.52,-0.320
1,85722.7,STANDING,1.33,-0.167
1,85755.9,STANDING,1.47,-0.090
1,85789.5,STANDING,1.74,-0.012
1,85823.1,STANDING,2.08,0.011
1,85856.0,STANDING,2.32,0.070
1,85889.3,STANDING,2.51,0.122
1,85922.9,STANDING,2.67,0.142
1,85956.3,STANDING,2.80,0.140
1,85989.6,STANDING,2.88,0.141
1,86023.7,STANDING,2.98,0.121
1,86056.3,STANDING,3.08,-0.018
1,86089.7,STANDING,3.08,-0.016
1,86122.7,STANDING,3.07,0.007
1,86157.0,STANDING,3.03,-0.001
1,86189.6,STANDING,2.99,-0.011
1,86222.7,STANDING,2.96,-0.065
1,86256.2,STANDING,2.91,-0.072
1,86289.6,STANDING,2.82,-0.146
1,86322.6,STANDING,2.71,-0.225
1,86356.0,STANDING,2.63,-0.270
1,86389.5,STANDING,2.54,-0.214
1,86422.7,STANDING,2.56,-0.227
1,86456.0,STANDING,2.59,-0.337
1,86489.4,STANDING,2.67,-0.295
1,86522.7,STANDING,2.77,-0.339
1,86556.5,STANDING,2.79,-0.409
1,86589.3,STANDING,2.80,-0.471
1,86622.7,STANDING,2.72,-0.542
1,86656.3,STANDING,2.66,-0.451
1,86690.5,STANDING,2.66,-0.412
1,86723.1,STANDING,2.65,-0.440
1,86756.0,STANDING,2.65,-0.420
1,86789.3,STANDING,2.66,-0.516
1,86822.9,STANDING,2.61,-0.469
1,86856.0,STANDING,2.60,-0.462
1,86889.6,STANDING,2.64,-0.478
1,86923.9,STANDING,2.74,-0.418
1,86956.0,STANDING,2.78,-0.346
1,86990.5,STANDING,2.71,-0.245
1,87022.7,STANDING,2.70,-0.206
1,87056.2,STANDING,2.64,-0.229
1,87089.5,STANDING,2.65,-0.259
1,87122.7,STANDING,2.72,-0.208
1,87156.0,STANDING,2.73,-0.227
1,87190.5,STANDING,2.77,-0.145
1,87223.1,STANDING,2.66,-0.138
1,87256.5,STANDING,2.54,-0.108
1,87289.6,STANDING,2.43,-0.162
1,87322.6,STANDING,2.24,-0.104
1,87356.0,STANDING,2.02,-0.117
1,87389.6,STANDING,1.70,-0.104
1,87423.7,STANDING,1.36,-0.116
1,87456.2,STANDING,1.12,-0.088
1,87489.6,STANDING,0.88,-0.222
1,87522.7,STANDING,0.82,-0.225
1,87556.0,STANDING,0.87,-0.294
1,87589.5,STANDING,1.00,-0.315
1,87622.7,STANDING,1.19,-0.288
1,87656.5,STANDING,1.40,-0.238
1,87689.7,STANDING,1.63,-0.279
1,87722.8,STANDING,1.78,-0.269
1,87756.2,STANDING,1.98,-0.190
1,87789.5,STANDING,2.23,-0.133
1,87822.8,STANDING,2.58,-0.139
1,87857.0,STANDING,3.01,-0.074
1,87890.4,STANDING,3.29,-0.072
1,87923.8,STANDING,3.53,-0.089
1,87957.2,STANDING,3.78,-0.091
1,87998.0,STANDING,3.98,-0.091
1,88022.7,STANDING,4.15,-0.077
1,88056.3,STANDING,4.50,-0.060
1,88089.4,STANDING,4.65,-0.062
1,88122.6,STANDING,4.54,-0.065
1,88156.0,STANDING,4.51,-0.076
1,88190.5,STANDING,4.64,-0.122
1,88222.6,STANDING,4.72,-0.099
1,88256.0,STANDING,4.94,-0.121
1,88289.7,STANDING,5.13,-0.062
1,88322.7,STANDING,5.31,-0.066
1,88356.2,STANDING,5.50,-0.061
1,88389.6,STANDING,5.61,-0.093
1,88422.8,STANDING,5.65,-0.080
1,88456.0,STANDING,5.72,-0.076
1,88490.5,STANDING,5.78,-0.075
1,88523.7,STANDING,5.74,-0.052
1,88557.2,STANDING,5.61,-0.035
1,88589.5,STANDING,5.41,-0.029
1,88622.9,STANDING,5.14,-0.036
1,88656.2,STANDING,4.79,-0.027
1,88689.6,STANDING,4.33,-0.041
1,88722.8,STANDING,3.80,-0.047
1,88756.3,STANDING,3.31,-0.049
1,88790.5,STANDING,2.89,-0.029
1,88822.9,STANDING,2.57,-0.023
1,88856.0,STANDING,2.34,-0.029
1,88889.4,STANDING,2.31,-0.050
1,88922.8,STANDING,2.31,-0.051
1,88956.0,STANDING,2.23,-0.065
1,88989.5,STANDING,2.24,-0.054
1,89022.1,STANDING,2.15,-0.043
1,89056.2,STANDING,2.08,-0.034
1,89089.4,STANDING,2.07,-0.031
1,89122.7,STANDING,2.14,-0.030
1,89156.2,STANDING,2.21,-0.021
1,89189.7,STANDING,2.25,-0.018
1,89222.8,STANDING,2.29,-0.029
1,89256.2,STANDING,2.38,-0.034
1,89289.6,STANDING,2.50,-0.033
1,89322.6,STANDING,2.63,-0.036
1,89356.2,STANDING,2.80,-0.039
1,89389.6,STANDING,2.97,-0.026
1,89422.9,STANDING,3.04,-0.014
1,89456.0,STANDING,3.02,-0.009
1,89489.5,STANDING,2.87,-0.008
1,89523.0,STANDING,2.92,-0.021
1,89556.0,STANDING,2.93,-0.031
1,89589.3,STANDING,3.00,-0.043
1,89622.7,STANDING,3.09,-0.028
1,89656.3,STANDING,3.19,-0.037
1,89689.6,STANDING,3.21,-0.026
1,89722.7,STANDING,3.20,-0.015
1,89756.3,STANDING,3.29,-0.008
1,89789.6,STANDING,3.33,0.007
1,89822.7,STANDING,3.48,0.012
1,89856.5,STANDING,3.49,0.015
1,89889.6,STANDING,3.41,0.010
1,89923.8,STANDING,3.34,0.002
1,89957.1,STANDING,3.15,-0.001
1,89990.4,STANDING,3.02,-0.000
1,90023.9,STANDING,2.96,0.009
1,90056.4,STANDING,2.83,0.020
1,90089.3,STANDING,2.81,0.018
1,90122.7,STANDING,2.71,0.015
1,90156.2,STANDING,2.57,0.010
1,90189.6,STANDING,2.37,0.005
1,90222.9,STANDING,2.23,0.023
1,90256.1,STANDING,2.15,0.019
1,90289.4,STANDING,2.09,0.016
1,90323.8,STANDING,2.06,0.013
1,90356.3,STANDING,1.99,0.015
1,90389.6,STANDING,1.81,0.016
1,90422.9,STANDING,1.58,0.016
1,90456.3,STANDING,1.44,0.016
1,90489.5,STANDING,1.49,0.011
1,90522.7,STANDING,1.59,0.007
1,90556.3,STANDING,1.73,0.001
1,90589.5,STANDING,1.88,0.001
1,90623.7,STANDING,1.96,-0.001
1,90657.1,STANDING,2.03,-0.004
1,90690.4,STANDING,2.08,-0.012
1,90723.9,STANDING,2.13,-0.008
1,90757.1,STANDING,2.18,-0.006
1,90789.4,STANDING,2.27,-0.013
1,90822.9,STANDING,2.40,-0.012
1,90856.3,STANDING,2.52,-0.020
1,90889.6,STANDING,2.56,-0.022
1,90923.9,STANDING,2.48,-0.019
1,90956.0,STANDING,2.33,-0.013
1,90989.3,STANDING,2.08,-0.013
1,91022.7,STANDING,1.74,-0.014
1,91056.0,STANDING,1.42,-0.008
1,91089.6,STANDING,1.13,-0.003
1,91123.7,STANDING,0.84,-0.002
1,91156.0,STANDING,0.60,-0.001
1,91189.4,STANDING,0.39,-0.002
1,91223.7,STANDING,0.24,-0.006
1,91256.2,STANDING,0.19,-0.004
1,91290.3,STANDING,0.19,-0.004
1,91322.7,STANDING,0.27,0.001
1,91356.2,STANDING,0.41,0.001
1,91389.6,STANDING,0.60,0.004
1,91422.9,STANDING,0.83,0.004
1,91456.0,STANDING,1.15,0.002
1,91489.3,STANDING,1.58,-0.008
1,91523.0,STANDING,2.07,-0.004
1,91556.0,STANDING,2.61,-0.010
1,91589.5,STANDING,3.19,-0.003
1,91622.8,STANDING,3.78,-0.003
1,91656.1,STANDING,4.39,-0.002
1,91689.6,STANDING,5.00,-0.004
1,91723.8,STANDING,5.60,-0.011
1,91757.1,STANDING,6.18,-0.014
1,91790.5,STANDING,6.79,-0.020
1,91822.9,STANDING,7.37,-0.014
1,91857.2,STANDING,7.99,-0.015
1,91889.4,STANDING,8.57,-0.017
1,91923.7,STANDING,9.10,-0.009
1,91957.1,STANDING,9.56,0.002
1,91989.5,STANDING,9.96,0.005
1,92022.7,STANDING,10.32,0.005
1,92056.0,STANDING,10.63,0.005
1,92089.3,STANDING,10.83,0.005
1,92122.7,STANDING,11.09,0.009
1,92156.0,STANDING,11.26,0.016
1,92189.4,STANDING,11.36,0.019
1,92222.9,STANDING,11.50,0.017
1,92257.2,STANDING,11.54,0.020
1,92289.5,STANDING,11.62,0.014
1,92323.8,STANDING,11.58,0.011
1,92356.0,STANDING,11.52,0.006
1,92389.4,STANDING,11.41,0.001
1,92422.8,STANDING,11.23,-0.008
1,92456.1,STANDING,11.08,-0.014
1,92489.6,STANDING,10.90,-0.019
1,92522.7,STANDING,10.77,-0.020
1,92556.4,STANDING,10.68,-0.023
1,92590.4,STANDING,10.70,-0.030
1,92622.7,STANDING,10.77,-0.035
1,92656.1,STANDING,10.89,-0.029
1,92689.6,STANDING,11.04,-0.028
1,92722.7,STANDING,11.22,-0.026
1,92756.1,STANDING,11.43,-0.029
1,92789.3,STANDING,11.67,-0.019
1,92822.7,STANDING,11.93,-0.014
1,92856.1,STANDING,12.19,-0.009
1,92889.5,STANDING,12.43,-0.006
1,92922.6,STANDING,12.63,-0.003
1,92956.2,STANDING,12.76,0.005
1,92989.5,STANDING,12.80,0.016
1,93022.9,STANDING,12.57,0.045
1,93057.0,STANDING,12.29,0.038
1,93089.6,STANDING,11.90,0.035
1,93122.9,STANDING,11.37,0.033
1,93157.0,STANDING,10.71,0.035
1,93189.3,STANDING,10.07,0.039
1,93222.9,STANDING,9.33,0.036
1,93256.0,STANDING,8.70,0.038
1,93289.7,STANDING,7.92,0.027
1,93322.7,STANDING,7.12,0.066
1,93356.3,STANDING,6.35,0.085
1,93390.5,STANDING,5.49,0.053
1,93423.8,STANDING,4.71,0.036
1,93456.0,STANDING,3.98,0.022
1,93489.3,STANDING,2.85,0.012
1,93522.7,STANDING,1.88,0.009
1,93556.1,STANDING,1.26,-0.013
1,93589.5,STANDING,1.08,-0.020
1,93623.0,STANDING,1.13,-0.016
1,93656.3,STANDING,1.27,-0.025
1,93690.4,STANDING,1.42,-0.032
1,93723.0,STANDING,1.42,-0.072
1,93756.2,STANDING,1.49,-0.056
1,93789.5,STANDING,1.57,-0.062
1,93822.9,STANDING,1.63,-0.052
1,93856.3,STANDING,1.79,-0.043
1,93889.6,STANDING,1.89,-0.031
1,93923.8,STANDING,1.91,-0.029
1,93956.2,STANDING,1.96,-0.023
1,93989.6,STANDING,1.87,-0.012
1,94022.6,STANDING,1.84,-0.005
1,94056.3,STANDING,1.73,0.010
1,94089.5,STANDING,1.69,0.007
1,94123.9,STANDING,1.70,0.005
1,94156.0,STANDING,1.70,0.006
1,94189.4,STANDING,1.71,0.005
1,94222.8,STANDING,1.68,0.019
1,94256.2,STANDING,1.64,0.025
1,94289.6,STANDING,1.57,0.024
1,94322.7,STANDING,1.37,0.018
1,94356.0,STANDING,1.10,0.011
1,94389.3,STANDING,0.84,0.010
1,94423.1,STANDING,0.54,0.012
1,94456.2,STANDING,0.46,0.015
1,94489.7,STANDING,0.43,0.016
1,94522.8,STANDING,0.27,0.009
1,94557.2,STANDING,0.24,-0.004
1,94590.3,STANDING,0.33,-0.017
1,94623.7,STANDING,0.43,-0.002
1,94656.3,STANDING,0.49,0.006
1,94690.3,STANDING,0.63,0.020
1,94722.7,STANDING,0.82,0.027
1,94756.3,STANDING,0.87,0.015
1,94790.4,STANDING,0.84,0.009
1,94822.9,STANDING,0.81,0.012
1,94857.2,STANDING,0.75,0.024
1,94889.4,STANDING,0.79,0.016
1,94922.9,STANDING,0.95,0.006
1,94956.0,STANDING,1.13,0.007
1,94989.5,STANDING,1.33,0.012
1,95022.8,STANDING,1.57,0.007
1,95056.2,STANDING,1.78,0.004
1,95089.4,STANDING,1.98,-0.000
1,95122.7,STANDING,2.07,-0.024
1,95156.3,STANDING,1.89,-0.018
1,95190.4,STANDING,1.63,-0.009
1,95222.8,STANDING,1.40,-0.001
1,95256.2,STANDING,1.22,0.002
1,95289.4,STANDING,0.97,-0.003
1,95322.7,STANDING,0.69,-0.003
1,95356.3,STANDING,0.49,-0.008
1,95389.4,STANDING,0.33,0.002
1,95422.7,STANDING,0.23,0.003
1,95456.0,STANDING,0.15,0.003
1,95489.3,STANDING,0.13,-0.001
1,95522.9,STANDING,0.21,-0.019
1,95556.2,STANDING,0.46,-0.029
1,95590.5,STANDING,0.77,-0.018
1,95622.7,STANDING,1.05,-0.011
1,95656.0,STANDING,1.16,-0.008
1,95690.4,STANDING,1.06,-0.005
1,95723.7,STANDING,0.85,-0.004
1,95756.0,STANDING,0.60,0.003
1,95789.6,STANDING,0.43,0.005
1,95823.0,STANDING,0.48,0.014
1,95857.1,STANDING,0.64,0.012
1,95889.6,STANDING,0.84,0.007
1,95923.8,STANDING,1.01,0.004
1,95956.2,STANDING,1.07,0.003
1,95989.3,STANDING,1.06,0.001
1,96023.0,STANDING,1.00,-0.002
1,96057.1,STANDING,0.94,-0.002
1,96089.5,STANDING,0.89,-0.002
1,96123.0,STANDING,0.85,-0.006
1,96156.5,STANDING,0.82,-0.005
1,96189.4,STANDING,0.84,-0.007
1,96222.7,STANDING,0.87,-0.010
1,96256.4,STANDING,0.93,-0.007
1,96289.3,STANDING,1.03,-0.005
1,96322.7,STANDING,1.11,-0.002
1,96356.0,STANDING,1.14,-0.001
1,96389.4,STANDING,1.11,-0.001
1,96422.9,STANDING,1.03,-0.000
1,96457.1,STANDING,0.95,0.000
1,96489.4,STANDING,0.86,-0.002
1,96522.7,STANDING,0.77,-0.001
1,96556.0,STANDING,0.70,-0.000
1,96589.8,STANDING,0.63,-0.002
1,96622.9,STANDING,0.54,-0.000
1,96656.0,STANDING,0.48,-0.005
1,96688.8,STANDING,0.41,0.004
1,96721.8,STANDING,0.35,-0.001
1,96757.1,STANDING,0.25,0.010
1,96797.8,STANDING,0.17,0.007
1,96822.9,STANDING,0.11,-0.004
1,96857.2,STANDING,0.09,-0.011
1,96897.8,STANDING,0.09,-0.019
1,96931.2,STANDING,0.16,-0.027
1,96964.5,STANDING,0.24,-0.017
1,96998.1,STANDING,0.31,-0.009
1,97022.7,STANDING,0.37,-0.001
1,97056.0,STANDING,0.39,0.005
1,97090.5,STANDING,0.38,0.014
1,97123.8,STANDING,0.32,0.010
1,97156.1,STANDING,0.25,0.008
1,97189.8,STANDING,0.16,0.008
1,97223.7,STANDING,0.12,0.008
1,97256.2,STANDING,0.16,0.013
1,97290.5,STANDING,0.24,0.009
1,97322.7,STANDING,0.36,0.014
1,97356.0,STANDING,0.44,0.009
1,97389.6,STANDING,0.56,0.008
1,97423.8,STANDING,0.57,0.003
1,97456.0,STANDING,0.61,0.001
1,97489.5,STANDING,0.67,0.001
1,97522.7,STANDING,0.73,-0.001
1,97556.3,STANDING,0.77,0.000
1,97589.6,STANDING,0.78,-0.002
1,97622.7,STANDING,0.77,-0.000
1,97656.1,STANDING,0.79,-0.000
1,97689.6,STANDING,0.79,0.000
1,97722.7,STANDING,0.78,0.000
1,97756.1,STANDING,0.77,-0.000
1,97789.5,STANDING,0.78,0.000
1,97822.7,STANDING,0.86,0.001
1,97856.5,STANDING,0.99,-0.001
1,97890.4,STANDING,1.10,0.020
1,97922.7,STANDING,1.22,0.011
1,97956.1,STANDING,1.38,0.013
1,97989.3,STANDING,1.55,0.007
1,98022.8,STANDING,1.66,0.004
1,98056.1,STANDING,1.77,0.001
1,98089.6,STANDING,1.89,0.004
1,98122.9,STANDING,1.97,0.002
1,98157.1,STANDING,2.06,0.003
1,98189.4,STANDING,2.16,0.001
1,98222.8,STANDING,2.25,0.008
1,98257.1,STANDING,2.22,0.017
1,98289.3,STANDING,2.13,0.020
1,98323.8,STANDING,1.83,0.029
1,98357.1,STANDING,1.50,0.059
1,98390.5,STANDING,1.10,0.055
1,98431.4,STANDING,0.69,0.050
1,98456.1,STANDING,0.64,0.037
1,98489.6,STANDING,0.97,0.033
1,98522.9,STANDING,1.62,0.040
1,98556.1,STANDING,2.43,0.040
1,98589.4,STANDING,3.39,0.061
1,98622.9,STANDING,4.62,0.053
1,98657.0,STANDING,5.87,0.035
1,98689.4,STANDING,7.31,0.041
1,98722.9,STANDING,8.82,0.103
1,98756.3,STANDING,10.17,0.184
1,98789.6,STANDING,11.43,0.170
1,98823.8,STANDING,12.58,0.275
1,98857.3,STANDING,13.64,0.378
1,98890.5,STANDING,14.47,0.433
1,98931.2,FALLING,14.96,0.456
1,98956.0,FALLING,15.38,0.564
1,98989.4,FALLING,15.94,0.491
1,99022.8,FALLING,16.76,0.477
1,99057.1,FALLING,17.85,0.444
1,99089.4,FALLING,18.51,0.422
1,99122.7,FALLING,18.98,0.444
1,99156.3,FALLING,19.95,0.462
1,99189.3,FALLING,21.21,0.546
1,99222.7,FALLING,23.61,0.466
1,99256.2,FALLING,27.04,0.427
1,99289.9,FALLING,32.04,0.369
1,99322.0,FALLING,37.94,0.334
1,99357.2,FALLING,43.89,0.308
1,99389.7,FALLING,51.72,0.222
1,99422.9,FALLEN,60.39,0.103
1,99457.1,FALLEN,69.52,-0.003
1,99489.6,FALLEN,77.69,-0.005
1,99523.9,FALLEN,79.61,-0.035
1,99556.0,FALLEN,78.04,-0.056
1,99589.6,FALLEN,75.25,-0.062
1,99622.7,FALLEN,72.00,-0.046
1,99656.1,FALLEN,69.96,-0.047
1,99689.7,FALLEN,68.59,-0.035
1,99723.1,FALLEN,67.02,-0.072
1,99756.0,FALLEN,65.12,-0.045
1,99790.5,FALLEN,63.75,-0.051
1,99823.8,FALLEN,62.55,-0.033
1,99856.3,FALLEN,61.50,-0.020
1,99889.5,FALLEN,60.82,0.001
1,99922.8,FALLEN,60.33,0.015
1,99956.1,FALLEN,59.89,0.056
1,99990.5,FALLEN,59.79,0.056
1,100022.9,FALLEN,59.61,0.032
1,100057.1,FALLEN,58.90,0.006
1,100089.6,FALLEN,57.69,-0.045
1,100123.9,FALLEN,56.52,-0.054
1,100156.1,FALLEN,55.75,-0.041
1,100189.4,FALLEN,55.12,-0.013
1,100223.8,FALLEN,54.59,0.000
1,100256.1,FALLEN,54.49,0.009
1,100289.6,FALLEN,54.73,0.028
1,100323.8,FALLEN,54.96,0.049
1,100356.1,FALLEN,55.05,0.033
1,100389.6,FALLEN,55.05,0.026
1,100422.7,FALLEN,55.03,0.018
1,100456.2,FALLEN,55.17,0.016
1,100489.4,FALLEN,55.11,0.009
1,100523.2,FALLEN,55.06,0.015
1,100557.0,FALLEN,54.98,0.013
1,100590.6,FALLEN,54.84,0.007
1,100623.8,FALLEN,54.57,0.008
1,100656.1,FALLEN,54.20,0.005
1,100689.3,FALLEN,53.82,0.005
1,100722.7,FALLEN,53.38,0.009
1,100756.5,FALLEN,52.94,0.008
1,100789.7,FALLEN,52.68,0.006
1,100822.9,FALLEN,52.57,0.005
1,100856.2,FALLEN,52.94,0.002
1,100889.5,FALLEN,53.18,0.001
1,100922.8,FALLEN,53.33,0.000
1,100956.2,FALLEN,53.42,0.002
1,100989.5,FALLEN,53.56,0.002
1,101023.3,FALLEN,53.76,0.005
1,101056.2,FALLEN,54.10,0.002
1,101089.6,FALLEN,54.49,0.002
1,101122.7,FALLEN,54.90,-0.000
1,101156.2,FALLEN,55.26,0.003
1,101190.4,FALLEN,55.52,0.002
1,101223.8,FALLEN,55.71,0.001
1,101256.0,FALLEN,55.92,0.003
1,101289.4,FALLEN,56.16,0.000
1,101323.2,FALLEN,56.43,0.000
1,101356.3,FALLEN,56.67,-0.000
1,101389.6,FALLEN,56.88,0.001
1,101422.7,FALLEN,57.05,0.002
1,101457.1,FALLEN,57.18,0.003
1,101489.3,FALLEN,57.31,0.003
1,101524.0,FALLEN,57.76,0.001
1,101556.0,FALLEN,58.14,-0.001
1,101589.6,FALLEN,58.46,-0.001
1,101622.7,FALLEN,58.74,-0.000
1,101657.2,FALLEN,58.98,-0.001
1,101689.6,FALLEN,59.19,-0.005
1,101723.0,FALLEN,59.46,-0.004
1,101756.0,FALLEN,59.67,-0.008
1,101789.3,FALLEN,59.78,-0.007
1,101823.0,FALLEN,59.75,-0.005
1,101856.2,FALLEN,59.78,-0.004
1,101889.7,FALLEN,59.85,-0.002
1,101923.8,FALLEN,59.79,-0.002
1,101956.3,FALLEN,59.78,0.001
1,101990.4,FALLEN,59.70,0.000
1,102022.7,FALLEN,59.67,-0.000
1,102056.1,FALLEN,59.67,-0.001
1,102089.3,FALLEN,59.75,0.000
1,102122.7,FALLEN,59.81,-0.000
1,102156.3,FALLEN,59.92,0.002
1,102189.7,FALLEN,59.89,0.001
1,102222.7,FALLEN,59.88,0.000
1,102256.2,FALLEN,59.92,0.000
1,102290.5,FALLEN,59.95,0.000
1,102322.7,FALLEN,59.95,0.002
1,102364.5,FALLEN,59.94,0.001
1,102397.8,FALLEN,59.96,0.001
1,102423.0,FALLEN,60.03,0.001
1,102456.3,FALLEN,59.93,0.000
1,102490.4,FALLEN,59.86,0.002
1,102523.9,FALLEN,59.84,0.001
1,102556.3,FALLEN,59.84,0.000
1,102589.5,FALLEN,59.82,0.000
1,102622.9,FALLEN,59.83,-0.000
1,102656.2,FALLEN,59.89,-0.000
1,102690.5,FALLEN,59.86,-0.001
1,102722.9,FALLEN,59.87,-0.001
1,102757.1,FALLEN,59.98,-0.004
1,102789.6,FALLEN,60.00,-0.003
1,102823.8,FALLEN,60.03,-0.003
1,102856.3,FALLEN,60.06,0.004
1,102890.5,FALLEN,59.98,0.003
1,102922.8,FALLEN,59.92,0.002
1,102956.3,FALLEN,60.04,-0.002
1,102989.4,FALLEN,60.06,0.000
1,103022.8,FALLEN,60.10,-0.002
1,103057.1,FALLEN,60.12,0.004
1,103090.5,FALLEN,60.07,0.003
1,103132.0,FALLEN,60.04,0.002
1,103164.7,FALLEN,60.06,0.001
1,103197.9,FALLEN,60.04,-0.000
1,103231.4,FALLEN,60.00,-0.001
1,103256.1,FALLEN,59.98,0.000
1,103289.3,FALLEN,59.94,-0.002
1,103322.7,FALLEN,59.82,0.003
1,103356.0,FALLEN,59.71,0.002
1,103389.6,FALLEN,59.64,0.001
1,103422.7,FALLEN,59.61,-0.001
1,103457.1,FALLEN,59.59,-0.002
1,103489.6,FALLEN,59.57,-0.003
1,103522.6,FALLEN,59.73,-0.002
1,103556.0,FALLEN,59.85,-0.001
1,103589.4,FALLEN,59.99,-0.001
